SMILES,novelty,dist_to_D_A,dist_to_D_B,max_sim_D_A,max_sim_D_B,synthetic_accessibility,pred_group_A_absorption_max_nm,unc_group_A_absorption_max_nm,pred_group_A_log_extinction,unc_group_A_log_extinction,pred_group_A_photochem_efficiency,unc_group_A_photochem_efficiency,pred_group_B_log_kp,unc_group_B_log_kp,pred_group_B_skin_sensitization,unc_group_B_skin_sensitization,pred_group_B_skin_irritation,unc_group_B_skin_irritation,pass_surrogate_A,pass_surrogate_B,pass_surrogate_all,oracle_group_A_absorption_max_nm,oracle_group_A_log_extinction,oracle_group_A_photochem_efficiency,oracle_group_B_log_kp,oracle_group_B_skin_sensitization,oracle_group_B_skin_irritation,pass_oracle_A,pass_oracle_B,pass_oracle_all,pass_constraints,method_id,seed
C#CC(C)(O)CC=CC(=CC=C1N(C)c2ccc(C(F)(F)F)cc2C1(C)C)c1ccccc1,1,0.519,0.7465,0.481,0.2535,3.6868,448.5844,95.1433,4.2337,0.489,0.226,0.2113,-7.4015,1.4235,0.4895,0.3916,0.2567,0.31,0,1,0,435.756,4.519,0.2776,-8.0443,0.1172,0.0036,0,1,0,0,B0,42
CN(C)COc1ccc(C(=O)N2CCCC2)cc1C#N,1,0.6792,0.6333,0.3208,0.3667,2.2889,340.3499,51.2036,3.6641,0.8727,0.3373,0.2647,-7.5152,1.2484,0.5819,0.3609,0.1986,0.265,0,0,0,335.4608,3.5805,0.4991,-7.9793,0.7944,0.0156,0,0,0,0,B0,42
CCCCc1cc(C)c(OCC2CCNCC2)cc1C(=O)OC,1,0.7077,0.5424,0.2923,0.4576,2.3464,317.1263,55.2986,3.6636,0.6727,0.3694,0.2915,-6.6753,1.4424,0.4943,0.3767,0.1522,0.2383,0,1,0,323.5693,3.7857,0.3945,-6.6283,0.1812,0.0049,0,1,0,0,B0,42
COc1cc(O)c(OC)c(OC)c1,1,0.5862,0.4516,0.4138,0.5484,1.8091,298.0008,36.7167,3.8377,0.3802,0.1873,0.1495,-5.6298,0.547,0.5568,0.329,0.3407,0.3225,0,0,0,290.8268,3.8657,0.1839,-5.5655,0.1704,0.0407,0,1,0,0,B0,42
Cc1ccc(Cl)cc1-c1ccc(=O)n(-c2ccc(O)cc2)n1,1,0.6607,0.6667,0.3393,0.3333,2.0257,341.5676,35.6061,4.0594,0.3407,0.2474,0.172,-7.0797,1.2006,0.7021,0.3258,0.3003,0.3293,0,0,0,300.1828,4.1081,0.2987,-7.5211,0.6525,0.0077,1,0,0,0,B0,42
CCN(c1ccc2cc(-c3ccccn3)c(=O)oc2c1)c1c(O)cc(C(C)(C)C)cc1C(C)(C)C,1,0.3871,0.7013,0.6129,0.2987,2.9038,393.0078,67.8155,4.3414,0.6142,0.3911,0.2506,-6.8556,1.1216,0.4986,0.3731,0.2157,0.3036,1,1,1,406.8622,4.6006,0.3904,-6.9238,0.0939,0.0047,1,1,1,1,B0,42
COC(=O)C=Cc1ccc2-c3ccc(C)c[n]3->[Zn+2]<-[n]2c1,1,0.3864,0.4737,0.6136,0.5263,3.6164,327.3108,56.6448,4.1278,0.5745,0.2208,0.2031,-6.9562,1.2086,0.5474,0.398,0.1788,0.2865,0,0,0,336.8127,4.1581,0.2031,-6.7003,0.5029,0.0086,0,0,0,0,B0,42
CC(=O)c1ccc2cc(C(=O)c3ccc(C)cc3O)ccc2c1,1,0.5135,0.3421,0.4865,0.6579,1.9259,329.9072,20.3034,4.166,0.308,0.2081,0.1282,-6.633,0.8222,0.4349,0.3575,0.1627,0.2507,0,1,0,330.4334,4.1348,0.3164,-6.6483,0.1811,0.0054,1,1,1,1,B0,42
Cc1c(/C=C/c2cc3sc4cc(C=C(C(=O)O)C(C)C)sc4c3s2)ccc2c1[C@@H](C)CC(C)(C)N2C,1,0.4474,0.7733,0.5526,0.2267,4.2019,456.4051,61.1496,4.5175,0.2692,0.2037,0.1803,-6.6357,1.0133,0.437,0.3888,0.2117,0.315,0,1,0,394.461,4.4193,0.1625,-6.4172,0.0562,0.01,0,1,0,0,B0,42
CCCCC(CC)N(c1ccccc1)c1ccc(-c2ccc(-c3ccc(/C=C(\C#N)C(=O)O)s3)c3n[se]nc23)cc1,1,0.2537,0.6824,0.7463,0.3176,3.847,536.3381,84.3308,4.5784,0.3637,0.1518,0.1476,-6.7898,1.2538,0.4731,0.3986,0.1197,0.2284,0,1,0,548.1059,4.6521,0.2314,-6.6053,0.1029,0.0055,0,1,0,0,B0,42
COC(=O)c1c(C#N)cc(O)c(O)c1C(C)(C)C,1,0.6744,0.5238,0.3256,0.4762,2.8025,323.9167,46.2992,4.051,0.3723,0.2202,0.2367,-7.5109,1.6011,0.5916,0.3637,0.3267,0.3527,0,0,0,311.1438,3.9394,0.2391,-7.5954,0.4227,0.0255,0,1,0,0,B0,42
Cc1ccc(N2N=C(c3ccc(Cl)c(C)c3)CC2c2ccc(OCCc3cc(C(C)(C)C)ccc3O)cc2)cc1C,1,0.4247,0.6712,0.5753,0.3288,3.1244,381.7635,86.5345,4.3659,0.3193,0.4041,0.2278,-7.3545,1.4588,0.5113,0.3813,0.1963,0.2814,1,0,0,358.5124,4.4789,0.6099,-7.4517,0.0463,0.0053,1,1,1,1,B0,42
N#CC(=Cc1ccc2c(c1)C1CCCC1N2c1ccc2c(c1)Cc1ccccc1-2)c1ccc(-c2ccc(O)c(C#N)c2)cc1,1,0.3544,0.7179,0.6456,0.2821,3.6954,434.1196,70.3776,4.1181,0.5449,0.1465,0.1447,-7.0416,1.3853,0.4494,0.4069,0.1649,0.2664,0,1,0,430.3894,4.3814,0.2834,-7.2937,0.0632,0.0063,0,1,0,0,B0,42
O=C(NCC1CCCCN1)c1ccccc1,1,0.7234,0.4211,0.2766,0.5789,2.2746,267.7186,38.4413,3.8186,0.5396,0.1939,0.1822,-6.6379,1.1426,0.513,0.385,0.3209,0.3432,0,0,0,261.9462,3.7414,0.2151,-7.4047,0.1917,0.0595,0,1,0,0,B0,42
CCOc1ccc2cc3ccccc3cc2c1N(C)C,1,0.5143,0.5405,0.4857,0.4595,2.0854,367.828,59.9914,4.1484,0.378,0.3423,0.1724,-6.6113,1.1078,0.3095,0.3247,0.2077,0.2815,1,1,1,358.1202,3.9797,0.3223,-6.2459,0.0452,0.0332,1,1,1,1,B0,42
CCCCCCOC(=O)N1CCC[C@H]2CNC[C@H]21,1,0.75,0.4255,0.25,0.5745,3.0651,356.8177,110.4205,3.0679,1.0033,0.2568,0.244,-6.5576,1.126,0.2508,0.3338,0.3116,0.2974,0,1,0,411.6594,2.9956,0.2091,-6.0458,0.0571,0.09,0,1,0,0,B0,42
CCCCC(CC)COc1cc2cccc3c4cccc5c(C#COC)ccc(c(c1)c23)c54,1,0.5634,0.6232,0.4366,0.3768,3.2815,410.9092,58.1094,4.1125,0.45,0.5588,0.2418,-7.1408,1.5325,0.3533,0.3684,0.1653,0.2627,1,1,1,419.5136,4.2149,0.5738,-8.7778,0.016,0.0146,1,1,1,1,B0,42
C#Cc1ccc(C(=O)c2ccc3n2[B-](F)(F)[N+]2=C(SC#N)C=CC2=C3c2ccccc2)cc1,1,0.4179,0.65,0.5821,0.35,3.7135,553.1767,30.8501,4.7653,0.2467,0.2972,0.1728,-7.7516,1.408,0.5201,0.3844,0.1655,0.2506,0,0,0,514.7966,4.7225,0.1978,-8.3688,0.3234,0.0061,0,1,0,0,B0,42
COc1c(CC#N)cccc1-c1cc2c3c(c1)CCCN3CCC2,1,0.5926,0.6071,0.4074,0.3929,2.5233,355.2474,53.9915,4.2475,0.2696,0.418,0.1896,-6.9266,1.4428,0.4921,0.3745,0.2146,0.2918,1,1,1,350.7619,4.3035,0.3893,-6.3623,0.0929,0.0129,1,1,1,1,B0,42
CC(CC(C)(C)c1ccccc1)Oc1ccc(N)c(N)c1,1,0.7045,0.4884,0.2955,0.5116,2.7164,316.3725,53.8562,4.0515,0.2725,0.2884,0.2128,-7.619,1.7164,0.5261,0.3539,0.1795,0.2878,1,0,0,317.7895,3.9725,0.316,-7.8412,0.0534,0.0109,1,1,1,1,B0,42
N#Cc1cccc2cc3c(cc12)-c1cccc2c1c-3cc1ccccc12,1,0.3333,0.6154,0.6667,0.3846,2.2692,397.8972,44.8662,4.3091,0.226,0.2446,0.2244,-7.4403,1.3434,0.5856,0.3659,0.2865,0.3223,0,0,0,427.7318,4.2273,0.3574,-7.5391,0.185,0.0068,0,1,0,0,B0,42
COC(=O)C(=O)C1CCc2cc(Cl)c(N(C)C)cc2O1,1,0.5192,0.7463,0.4808,0.2537,3.214,313.5513,77.5129,4.0342,0.4734,0.3671,0.2445,-7.3092,0.9677,0.611,0.3979,0.3143,0.3104,1,0,0,299.7717,3.9123,0.3732,-7.0904,0.7719,0.0205,1,0,0,0,B0,42
Cc1cc(-c2ccc(-c3ccccc3)s2)sc1-c1ccccc1,1,0.4074,0.6667,0.5926,0.3333,2.0779,348.4735,21.8966,4.3165,0.27,0.2908,0.1455,-7.117,1.3468,0.4524,0.3612,0.328,0.34,1,1,1,347.0002,4.4153,0.2659,-7.572,0.1133,0.0674,1,1,1,1,B0,42
O=C(CCCCO)c1ccc(-c2ccccc2)cc1,1,0.6,0.5161,0.4,0.4839,1.5545,300.4403,44.2003,4.1374,0.2552,0.2975,0.2372,-6.5727,1.0749,0.4089,0.3329,0.1804,0.2787,1,1,1,286.654,4.107,0.2875,-6.5049,0.117,0.0046,0,1,0,0,B0,42
CCN(C(=O)C=Cc1ccccc1)c1ccc(Nc2c(F)c(F)c3nc4c(F)c(F)c(F)c(F)c4nc3c2F)c(C(F)(F)F)c1,1,0.6061,0.6515,0.3939,0.3485,3.4255,419.1971,51.1244,4.4772,0.3514,0.3233,0.257,-6.6704,1.1716,0.4084,0.4126,0.1443,0.2527,1,1,1,475.0052,4.5373,0.3819,-6.6368,0.3551,0.0039,0,1,0,0,B0,42
CCCCCC(C)OC(=O)C(C)C,1,0.7143,0.4412,0.2857,0.5588,2.513,450.3524,171.6386,3.0353,1.0065,0.2244,0.2711,-4.7555,0.981,0.1061,0.18,0.2364,0.276,0,0,0,417.8405,2.8724,0.1741,-4.6636,0.0163,0.0188,0,0,0,0,B0,42
COC(=O)c1cccc(CC=Cc2ccc(Br)cc2F)c1C=O,1,0.68,0.5577,0.32,0.4423,2.6224,350.2582,44.8816,4.2818,0.3581,0.204,0.1954,-6.993,1.2206,0.3915,0.3742,0.1359,0.2344,0,1,0,301.9472,4.2807,0.2163,-6.3493,0.0183,0.0036,0,1,0,0,B0,42
CCN1CCC12CCNCC2,1,0.8269,0.6316,0.1731,0.3684,3.5524,404.9787,143.7416,3.455,0.6055,0.4125,0.2909,-5.8561,0.7151,0.4057,0.3816,0.6143,0.2815,0,0,0,399.5266,3.1315,0.3231,-6.0833,0.095,0.8681,0,0,0,0,B0,42
C[Si](C)(C)N1CCCCC1,1,0.7778,0.7407,0.2222,0.2593,2.7898,325.3438,140.4286,3.2419,0.6935,0.244,0.1751,-4.7387,0.8083,0.3858,0.3581,0.7064,0.1889,0,0,0,354.5307,3.6234,0.1329,-5.1736,0.1047,0.7658,0,0,0,0,B0,42
CCCCCc1ccc(O)cc1,1,0.5517,0.1364,0.4483,0.8636,1.4443,267.5372,47.3909,3.6688,0.5471,0.3386,0.275,-4.5932,0.745,0.358,0.2739,0.5194,0.3348,0,0,0,280.0185,3.563,0.1641,-4.3089,0.2507,0.9658,0,0,0,0,B0,42
Cc1ccc(N2c3ccc(C(C)(C)c4ccc(O)c(C(C)(C)c5ccccc5)c4)cc3[C@@H]3CCC[C@H]32)cc1,1,0.5479,0.5,0.4521,0.5,3.4144,386.5994,76.2705,4.2303,0.5916,0.3292,0.233,-7.223,1.3724,0.3655,0.3902,0.3185,0.3484,1,1,1,392.9235,4.3365,0.2953,-7.1402,0.1263,0.0062,1,1,1,1,B0,42
CCCCC(CC)COc1cc(Nc2ccc(OP(=O)(O)O)cc2)ccc1[N+](=O)[O-],1,0.6757,0.6176,0.3243,0.3824,2.9518,317.1383,44.456,4.2714,0.6629,0.2858,0.2682,-7.0188,1.1544,0.5133,0.4053,0.0952,0.2309,1,0,0,364.379,4.1478,0.1978,-7.1255,0.1133,0.0062,0,1,0,0,B0,42
[2H]Oc1cccc(-c2ccc(OC)cc2)c1C(=O)OC([2H])([2H])[2H],1,0.5366,0.5349,0.4634,0.4651,3.5964,326.3446,28.0913,4.0351,0.7597,0.1871,0.1674,-6.8065,0.9186,0.5441,0.3904,0.1419,0.2458,0,0,0,311.6315,4.1611,0.2641,-6.7171,0.2275,0.0104,1,1,1,1,B0,42
C=CCCCCCCCCC(=O)Oc1ccc(-n2c3ccccc3c3ccccc32)cc1,1,0.625,0.6078,0.375,0.3922,2.1904,364.2358,36.1949,4.3785,0.3331,0.1782,0.1683,-7.0241,1.3905,0.3327,0.3412,0.144,0.2474,0,1,0,355.7629,4.4288,0.2138,-6.7809,0.0555,0.0035,0,1,0,0,B0,42
Cc1ccc(C(=O)c2ccc3[nH]c(=O)[nH]c3c2)cc1,1,0.6053,0.25,0.3947,0.75,1.9261,326.9034,30.8749,4.1492,0.2461,0.2078,0.1792,-6.8489,1.2398,0.4916,0.3353,0.2177,0.2822,0,1,0,322.7763,3.9334,0.2665,-7.1812,0.1355,0.0122,1,1,1,1,B0,42
CCC(CCc1ccccc1)COC(=O)c1ccc(N)cc1,1,0.6279,0.3256,0.3721,0.6744,2.3133,305.5201,42.3973,3.9201,0.7431,0.4733,0.2663,-6.717,1.1002,0.4347,0.3755,0.0337,0.1174,1,1,1,270.7802,4.0145,0.4042,-6.511,0.0989,0.004,0,1,0,0,B0,42
COC1=C(c2c(C)sc3cccc(N(C)C)c23)C(=O)NC1=O,1,0.5417,0.7719,0.4583,0.2281,2.9836,380.4735,67.1789,3.9146,0.5885,0.2217,0.1789,-6.9912,0.8585,0.6024,0.3548,0.2202,0.2759,0,0,0,395.3744,3.8835,0.0862,-7.064,0.4553,0.0169,0,1,0,0,B0,42
CN1C(C)(C)CC(OC(=O)CCCCCCCCCC(=O)CO)CC1(C)C,1,0.7377,0.1515,0.2623,0.8485,2.7409,337.481,91.9962,2.7357,0.9439,0.3305,0.2938,-6.995,1.1933,0.4361,0.4183,0.2188,0.2813,0,1,0,366.0646,2.2172,0.183,-6.9275,0.6249,0.0778,0,0,0,0,B0,42
CCCCSC1=C(CC(C)CC=O)SC(=Cc2ccc(-c3sc(/C=C(\C#N)C(=O)O)cc3N(C)C)s2)S1,1,0.3867,0.7624,0.6133,0.2376,4.4522,529.2136,120.9007,4.4515,0.319,0.2464,0.2007,-6.6212,1.2185,0.5737,0.3856,0.152,0.2735,0,0,0,522.8089,4.4888,0.1535,-6.3973,0.6338,0.0075,0,0,0,0,B0,42
CC(C)(C)c1ccc(-c2cc(/C=C(\C#N)C(=O)O)ccc2C(=O)c2cc(-c3ccc(O)c(F)c3)ccc2F)cc1,1,0.5652,0.5714,0.4348,0.4286,2.7192,414.4366,45.6692,4.4496,0.3187,0.2136,0.1603,-6.9942,1.3356,0.4833,0.3837,0.1946,0.3285,0,1,0,410.3356,4.5299,0.09,-6.3167,0.0316,0.0071,0,1,0,0,B0,42
CC(C)(C)c1cc2[b-]3c(c1)c(-c1ccccc1)cc1cccc(cc2-c2ccccc2)[n+]31,1,0.2424,0.5854,0.7576,0.4146,3.4525,429.4268,86.5359,4.3575,0.3429,0.4184,0.1707,-7.1432,1.27,0.4668,0.3605,0.3567,0.3418,0,1,0,426.5436,4.4397,0.2517,-6.9972,0.274,0.0536,0,1,0,0,B0,42
CC1(C)CCN2CCC(C)(C)c3c2c1cc1c(C(=O)Nc2ccc(C(=O)c4ccccc4)cc2)cc(=O)oc31,1,0.4923,0.5873,0.5077,0.4127,2.8224,395.1746,72.46,4.3917,0.3734,0.2103,0.1962,-6.8363,1.2455,0.5051,0.408,0.1617,0.2771,0,0,0,412.6469,4.3833,-0.0674,-6.2675,0.1225,0.0068,0,1,0,0,B0,42
CC(O)C=Cc1ccc(/C=[N+]2/N=C3C=CC(Br)=CN3[B-]2(F)F)c(F)c1,1,0.5224,0.7826,0.4776,0.2174,4.6399,424.7474,99.6572,4.4875,0.3904,0.2565,0.2251,-6.8508,1.1558,0.5368,0.3861,0.2809,0.3602,0,0,0,462.9348,4.3641,0.2024,-6.451,0.4357,0.0079,0,1,0,0,B0,42
CCCCCCCCCc1cc(-c2ccc(-c3ccccc3-c3nn[nH]n3)cc2)c(O)c(C(C)c2ccccc2C(F)(F)F)c1,1,0.6329,0.5846,0.3671,0.4154,3.3219,366.3165,89.0325,4.3199,0.3547,0.4291,0.2677,-6.5657,1.0841,0.417,0.3769,0.1824,0.2737,1,1,1,399.3346,4.0177,0.4898,-6.3339,0.021,0.0056,1,1,1,1,B0,42
COC(=O)c1ccc(-c2ccccc2O)c(F)c1,0,0.5526,0.0,0.4474,1.0,1.7541,317.543,35.1721,4.1433,0.2653,0.2104,0.2117,-6.1873,0.8694,0.5043,0.3668,0.1509,0.2472,0,0,0,307.4028,4.0609,0.3869,-5.728,0.1219,0.008,1,1,1,1,B0,42
COc1ccc2c(c1)C(C)(C)c1c(OC)cccc1-2,1,0.5227,0.6061,0.4773,0.3939,2.082,331.3046,42.5144,4.2524,0.2147,0.3335,0.2462,-6.5961,0.9777,0.4006,0.3429,0.2474,0.3093,1,1,1,308.0068,4.0906,0.3091,-6.0274,0.0675,0.0264,1,1,1,1,B0,42
CC1(C)C2=[N+](c3ccc(C4CCCCC4=O)cc31)[B-](F)(F)n1cccc1-c1c2cc2n1CC=C2,1,0.3182,0.7865,0.6818,0.2135,4.664,529.229,80.8202,5.1385,0.3891,0.4423,0.2773,-7.1743,1.4508,0.4285,0.3805,0.2819,0.3303,0,1,0,548.4444,4.8636,0.4063,-8.7555,0.4355,0.0091,0,1,0,0,B0,42
CCCCN(Cc1cc(O)c(Cl)cc1N)c1ccc2nc3c4ccccc4c(=O)c(-c4ccccc4)c-3oc2c1,1,0.2857,0.7209,0.7143,0.2791,2.8741,494.6329,96.6805,4.417,0.4015,0.3669,0.2218,-6.6061,1.1516,0.5665,0.3953,0.131,0.2434,0,0,0,519.4072,4.6346,0.3974,-7.3983,0.1124,0.0035,0,1,0,0,B0,42
CCOC(=O)C(C#N)=Cc1ccc(Sc2ccccc2)c(Cl)c1,1,0.5,0.3878,0.5,0.6122,2.2695,354.8057,51.4762,4.2154,0.4456,0.096,0.1126,-6.7455,1.3879,0.5534,0.4087,0.0851,0.1613,0,0,0,322.3387,4.1611,0.0305,-6.5856,0.0923,0.0038,0,1,0,0,B0,42
CCOC(=O)C(C#N)=C(C=Cc1ccc(N(c2ccccc2)c2ccc(C=CC(=C(C#N)C(=O)C=O)c3ccccc3)cc2)cc1)c1ccccc1,1,0.1176,0.4286,0.8824,0.5714,3.3754,489.4514,42.7178,4.5645,0.2167,0.1529,0.0779,-6.7537,1.3713,0.4111,0.3867,0.0952,0.1914,0,1,0,431.45,4.6078,0.2882,-6.9681,0.0466,0.0038,0,1,0,0,B0,42
C/C=C/c1cccc(-c2ccc(Cl)c(O)c2)c1,1,0.5897,0.5116,0.4103,0.4884,2.0638,297.5057,25.5486,4.2175,0.3386,0.1911,0.1841,-6.3103,1.0168,0.5396,0.3634,0.2822,0.3326,0,0,0,303.222,4.2419,0.2076,-6.3615,0.2124,0.0184,0,1,0,0,B0,42
CCN(CC)c1ccc2cc(C(=O)O)c(=NC(=O)Nc3ccccc3Cl)oc2c1,1,0.4242,0.6562,0.5758,0.3438,2.658,397.2959,69.4131,4.5712,0.3753,0.3256,0.1786,-7.0864,1.2906,0.6966,0.3498,0.1281,0.2078,1,0,0,420.4934,4.4938,0.4007,-7.3272,0.4406,0.0051,0,1,0,0,B0,42
CC(C)(C)OC(=O)c1ccccc1,1,0.5854,0.3333,0.4146,0.6667,1.4231,285.7149,50.7823,3.5616,0.617,0.1386,0.1335,-4.894,0.6201,0.2217,0.2521,0.2618,0.3032,0,0,0,283.0386,3.6469,0.2175,-4.5577,0.0252,0.0229,0,0,0,0,B0,42
CCCCC(CC)COc1cccc(C2=C/C(=C\C=C\c3cc(-c4ccccc4)[o+]c4cc(N(C)C)ccc34)c3ccc(N(C)C)cc3O2)c1,1,0.3333,0.6404,0.6667,0.3596,3.9856,829.6104,138.2461,4.3079,0.5947,0.2473,0.2023,-7.1702,1.3438,0.4281,0.3936,0.1576,0.2572,0,1,0,678.8788,4.5852,0.2537,-7.4765,0.1185,0.0089,0,1,0,0,B0,42
CC(O)c1cc2c3c(c1)c(=O)c(=O)c1c(N(C)C)c(C#N)cc(c1-3)c(=O)c2=O,1,0.6512,0.7818,0.3488,0.2182,3.7268,388.3364,55.816,4.2142,0.2655,0.3739,0.2877,-7.3437,0.8822,0.6254,0.357,0.3018,0.3267,1,0,0,393.1488,4.2385,0.422,-7.4597,0.3779,0.038,1,1,1,1,B0,42
CSc1nnc(-c2cc(O)c(O)c(OC(C)C)c2)s1,1,0.7619,0.625,0.2381,0.375,2.6826,282.7438,42.9964,4.0212,0.5557,0.202,0.1744,-6.8866,0.9359,0.5851,0.363,0.3329,0.381,0,0,0,282.2718,4.1859,0.3038,-6.8186,0.3059,0.034,0,1,0,0,B0,42
Cc1cc2c(n1C)CCc1c-2[nH]c(=O)c(S(=O)(=O)CC(=O)N2CCCC2)c1-c1ccccc1,1,0.5294,0.7222,0.4706,0.2778,2.9981,390.6464,84.12,4.1553,0.397,0.3945,0.2719,-7.1678,1.2166,0.4081,0.358,0.1561,0.2507,1,1,1,394.4352,4.4374,0.4027,-7.7243,0.3268,0.0258,1,1,1,1,B0,42
CCCCc1cc(/N=N\c2ccc(-c3ccc4ccccc4c3)cc2F)ccc1O,1,0.2549,0.6667,0.7451,0.3333,2.4401,372.0296,38.1197,4.1478,0.6356,0.3158,0.2501,-6.5322,0.9278,0.4412,0.3875,0.21,0.3256,1,1,1,407.3196,4.1447,0.4821,-6.8989,0.0483,0.0037,1,1,1,1,B0,42
COc1ccc(C#Cc2c(F)c(F)c(S(C)(=O)=O)c(F)c2F)cc1,1,0.2727,0.6667,0.7273,0.3333,2.648,319.4348,42.3054,4.104,0.4689,0.364,0.198,-6.9916,1.0995,0.542,0.3367,0.2464,0.2999,1,0,0,332.1765,4.3148,0.3923,-6.8015,0.4013,0.0348,1,1,1,1,B0,42
Cc1cc(CSCC2Nc3cccc4cccc(c34)N2)cc(C(C)(C)C)c1O,1,0.7143,0.4468,0.2857,0.5532,2.9505,373.7293,62.4091,4.1393,0.5194,0.3221,0.244,-7.0471,1.3219,0.4076,0.3955,0.284,0.3408,1,1,1,355.6618,4.1394,0.2768,-7.5634,0.1464,0.0049,1,1,1,1,B0,42
C=CC(CCC(=O)COc1ccc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=C(c4[nH]c(C)cc4C)c4ccccc4C2=C3)cc1)OC(C)=O,1,0.2841,0.7614,0.7159,0.2386,4.4528,667.9791,61.5055,4.8597,0.2532,0.362,0.2196,-7.1738,1.398,0.3513,0.3806,0.101,0.2099,0,1,0,681.0052,4.8342,0.3436,-6.8111,0.024,0.0092,0,1,0,0,B0,42
C/C(=C/COC(=O)CC(C)C)CC(=Cc1ccc(-c2cc(C)c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3nsnc23)s1)C(=O)O,1,0.4024,0.716,0.5976,0.284,3.48,503.3866,90.5448,4.1134,0.675,0.1911,0.1737,-6.7256,1.3753,0.3959,0.3945,0.0829,0.1822,0,1,0,525.4348,4.0979,0.3599,-7.7648,0.026,0.0049,0,1,0,0,B0,42
Clc1ccc2c(Nc3ccccc3)ccnc2c1,1,0.6596,0.566,0.3404,0.434,1.6987,321.3173,25.8691,4.1344,0.2909,0.2142,0.1416,-6.9134,1.3295,0.7283,0.3018,0.3655,0.3288,0,0,0,323.3588,4.011,0.2649,-6.6563,0.632,0.008,1,0,0,0,B0,42
COC(=O)C(NC(=O)CCNC(=O)N[C@H]1CCCNC1)C(C)C,1,0.7093,0.5556,0.2907,0.4444,3.0038,361.6549,116.4473,2.4853,1.0234,0.4022,0.3393,-7.3807,0.8867,0.5072,0.4273,0.3741,0.3315,0,0,0,437.5176,2.5376,0.3476,-7.4973,0.0357,0.0726,0,1,0,0,B0,42
CCCCC(CC)COc1ccc(O)c(C(C)(C)C(=O)O)c1C(C)(C)c1ccccc1,1,0.6522,0.5439,0.3478,0.4561,3.1942,305.7039,45.5352,4.2771,0.3671,0.3618,0.2529,-7.2768,1.3551,0.4064,0.3799,0.0739,0.1822,1,1,1,331.3824,4.0494,0.2434,-7.3883,0.1566,0.0051,0,1,0,0,B0,42
CCCCCCOc1ccccc1C(=CC(=O)OC)C(=O)OC,1,0.6129,0.5,0.3871,0.5,2.2274,341.2145,50.5113,4.0696,0.482,0.3039,0.2542,-6.8166,1.386,0.4035,0.3825,0.1288,0.1945,1,1,1,369.0356,3.9984,0.3159,-6.2236,0.1702,0.0084,1,1,1,1,B0,42
CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3ccc(-c4ccc(OCc5ccccc5)s4)s3)cc2)cc1,1,0.4697,0.6071,0.5303,0.3929,2.8796,413.1322,50.7169,4.4831,0.2628,0.3999,0.2031,-6.8511,1.2768,0.2814,0.3386,0.1522,0.239,1,1,1,405.0737,4.5598,0.3826,-7.1105,0.0245,0.0067,1,1,1,1,B0,42
COCOC(=O)C=Cc1ccccc1,1,0.4848,0.303,0.5152,0.697,1.9108,286.5786,31.1168,3.9946,0.3675,0.0683,0.088,-5.3232,0.7091,0.3411,0.3061,0.1313,0.2299,0,1,0,297.1622,3.9396,0.1633,-5.0933,0.1615,0.0045,0,1,0,0,B0,42
Nc1ccc2cn[nH]c2c1Cl,1,0.5882,0.7647,0.4118,0.2353,2.7254,285.1874,40.3746,3.9008,0.2987,0.2014,0.1513,-5.8703,0.5017,0.8091,0.2508,0.3816,0.3241,0,0,0,285.2446,3.6081,0.2551,-5.7579,0.8913,0.0195,0,0,0,0,B0,42
CCC=CN1c2ccccc2Oc2ccccc21,1,0.5581,0.6667,0.4419,0.3333,2.6029,328.7369,34.4551,4.2579,0.4733,0.0973,0.1474,-6.2127,1.1083,0.4265,0.3518,0.2828,0.3186,0,1,0,376.109,4.1993,0.299,-6.3033,0.1117,0.0315,1,1,1,1,B0,42
CCCCc1cc(N(C)CCO)ccc1N=NC(C)(C)C,1,0.6481,0.6792,0.3519,0.3208,2.9279,419.6713,44.0209,3.6358,0.7793,0.3973,0.3122,-6.8819,1.1808,0.4534,0.3922,0.2381,0.3036,0,1,0,404.717,3.6179,0.3279,-6.2107,0.1326,0.004,0,1,0,0,B0,42
CCCCOc1ccccc1C(=O)NCC1C2CCC1CNC2,1,0.7231,0.3,0.2769,0.7,3.7247,293.8683,46.338,3.9936,0.5603,0.2659,0.2448,-7.2512,1.2234,0.4421,0.3837,0.1462,0.2526,1,1,1,312.849,4.0067,0.3622,-6.9448,0.4379,0.0133,1,1,1,1,B0,42
CCCC(=O)OCC(=O)Cc1ccccc1,1,0.5849,0.3529,0.4151,0.6471,1.768,286.4918,45.9051,3.8911,0.4376,0.3491,0.3026,-5.7441,0.9637,0.2072,0.2608,0.1331,0.2202,0,1,0,273.076,3.8112,0.337,-5.8302,0.0224,0.0077,0,1,0,0,B0,42
CN(C)c1cccc(C2=CC(=CC=CCCCCCCC(=O)[O-])C=C(c3ccccc3)O2)c1,1,0.623,0.6949,0.377,0.3051,3.1416,456.987,78.8862,4.3896,0.2213,0.2617,0.1776,-6.6858,1.1034,0.3818,0.376,0.1552,0.2572,0,1,0,427.2925,4.4379,0.299,-6.431,0.181,0.0038,0,1,0,0,B0,42
