SMILES,lambda_max,delta_h,pss_z,k_thermal,system_type,source_id,calc_method,compound_name,canonical_smiles
CC1=CC2(C)CC1C(S(C)(=O)=O)=C2c1ccc(N(C)C)cc1,370.0,71.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_197,CC1=CC2(C)CC1C(S(C)(=O)=O)=C2c1ccc(N(C)C)cc1
CN(C)c1ccc(C2=C(C(N)=O)C3C=CC2C3)cc1,374.0,73.89,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_198,CN(C)c1ccc(C2=C(C(N)=O)C3C=CC2C3)cc1
CN(C)c1ccc(C2=C(C(N)=O)C3C=CC2C3(C)C)cc1,374.0,70.7,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_199,CN(C)c1ccc(C2=C(C(N)=O)C3C=CC2C3(C)C)cc1
CC1=CC2(C)CC1C(C(N)=O)=C2c1ccc(N(C)C)cc1,374.0,69.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_200,CC1=CC2(C)CC1C(C(N)=O)=C2c1ccc(N(C)C)cc1
CN(C)c1ccc(C2=C(C(=O)O)C3C=CC2C3)cc1,375.0,68.66,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_219,CN(C)c1ccc(C2=C(C(=O)O)C3C=CC2C3)cc1
CN(C)c1ccc(C2=C(C(=O)O)C3C=CC2C3(C)C)cc1,375.0,70.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_220,CN(C)c1ccc(C2=C(C(=O)O)C3C=CC2C3(C)C)cc1
CC1=CC2(C)CC1C(C(=O)O)=C2c1ccc(N(C)C)cc1,375.0,59.39,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_221,CC1=CC2(C)CC1C(C(=O)O)=C2c1ccc(N(C)C)cc1
CCCCC(CC)COC(=O)C1=C(c2ccc(N(C)C)cc2)C2C=CC1C2,380.0,50.05,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_222,CCCCC(CC)COC(=O)C1=C(c2ccc(N(C)C)cc2)C2C=CC1C2
CCCCC(CC)COC(=O)C1=C(c2ccc(N(C)C)cc2)C2C=CC1C2(C)C,380.0,58.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_223,CCCCC(CC)COC(=O)C1=C(c2ccc(N(C)C)cc2)C2C=CC1C2(C)C
CCCCC(CC)COC(=O)C1=C(c2ccc(N(C)C)cc2)C2(C)C=C(C)C1C2,380.0,77.81,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_224,CCCCC(CC)COC(=O)C1=C(c2ccc(N(C)C)cc2)C2(C)C=C(C)C1C2
CC(C)OC(=O)C1=C(c2ccc(N(C)C)cc2)C2C=CC1C2,378.0,70.73,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_228,CC(C)OC(=O)C1=C(c2ccc(N(C)C)cc2)C2C=CC1C2
CC(C)OC(=O)C1=C(c2ccc(N(C)C)cc2)C2C=CC1C2(C)C,378.0,73.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_229,CC(C)OC(=O)C1=C(c2ccc(N(C)C)cc2)C2C=CC1C2(C)C
CC1=CC2(C)CC1C(C(=O)OC(C)C)=C2c1ccc(N(C)C)cc1,378.0,57.92,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_230,CC1=CC2(C)CC1C(C(=O)OC(C)C)=C2c1ccc(N(C)C)cc1
CCNC(=O)C1=C(c2ccc(N(C)C)cc2)C2C=CC1C2,376.0,47.24,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_237,CCNC(=O)C1=C(c2ccc(N(C)C)cc2)C2C=CC1C2
CCNC(=O)C1=C(c2ccc(N(C)C)cc2)C2C=CC1C2(C)C,376.0,70.64,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_238,CCNC(=O)C1=C(c2ccc(N(C)C)cc2)C2C=CC1C2(C)C
CCNC(=O)C1=C(c2ccc(N(C)C)cc2)C2(C)C=C(C)C1C2,376.0,35.04,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_239,CCNC(=O)C1=C(c2ccc(N(C)C)cc2)C2(C)C=C(C)C1C2
Cc1ccc(C2=C(C#N)C3C=CC2C3)cc1,335.0,64.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_240,Cc1ccc(C2=C(C#N)C3C=CC2C3)cc1
Cc1ccc(C2=C(C#N)C3C=CC2C3(C)C)cc1,335.0,75.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_241,Cc1ccc(C2=C(C#N)C3C=CC2C3(C)C)cc1
CC1=CC2(C)CC1C(C#N)=C2c1ccc(C)cc1,335.0,57.82,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_242,CC1=CC2(C)CC1C(C#N)=C2c1ccc(C)cc1
COC(=O)C1=C(c2ccc(C)cc2)C2C=CC1C2,338.0,64.86,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_243,COC(=O)C1=C(c2ccc(C)cc2)C2C=CC1C2
COC(=O)C1=C(c2ccc(C)cc2)C2C=CC1C2(C)C,338.0,73.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_244,COC(=O)C1=C(c2ccc(C)cc2)C2C=CC1C2(C)C
COC(=O)C1=C(c2ccc(C)cc2)C2(C)C=C(C)C1C2,338.0,55.87,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_245,COC(=O)C1=C(c2ccc(C)cc2)C2(C)C=C(C)C1C2
CCOC(=O)C1=C(c2ccc(C)cc2)C2C=CC1C2,338.0,82.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_246,CCOC(=O)C1=C(c2ccc(C)cc2)C2C=CC1C2
CCOC(=O)C1=C(c2ccc(C)cc2)C2C=CC1C2(C)C,338.0,68.58,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_247,CCOC(=O)C1=C(c2ccc(C)cc2)C2C=CC1C2(C)C
CCOC(=O)C1=C(c2ccc(C)cc2)C2(C)C=C(C)C1C2,338.0,60.59,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_248,CCOC(=O)C1=C(c2ccc(C)cc2)C2(C)C=C(C)C1C2
CC(=O)C1=C(c2ccc(C)cc2)C2C=CC1C2,340.0,74.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_249,CC(=O)C1=C(c2ccc(C)cc2)C2C=CC1C2
CC(=O)C1=C(c2ccc(C)cc2)C2C=CC1C2(C)C,340.0,79.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_250,CC(=O)C1=C(c2ccc(C)cc2)C2C=CC1C2(C)C
CC(=O)C1=C(c2ccc(C)cc2)C2(C)C=C(C)C1C2,340.0,76.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_251,CC(=O)C1=C(c2ccc(C)cc2)C2(C)C=C(C)C1C2
Cc1ccc(C2=C(C(F)(F)F)C3C=CC2C3)cc1,325.0,132.02,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_252,Cc1ccc(C2=C(C(F)(F)F)C3C=CC2C3)cc1
Cc1ccc(C2=C(C(F)(F)F)C3C=CC2C3(C)C)cc1,325.0,73.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_253,Cc1ccc(C2=C(C(F)(F)F)C3C=CC2C3(C)C)cc1
CC1=CC2(C)CC1C(C(F)(F)F)=C2c1ccc(C)cc1,325.0,125.6,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_254,CC1=CC2(C)CC1C(C(F)(F)F)=C2c1ccc(C)cc1
Cc1ccc(C2=C(S(C)(=O)=O)C3C=CC2C3)cc1,330.0,81.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_255,Cc1ccc(C2=C(S(C)(=O)=O)C3C=CC2C3)cc1
Cc1ccc(C2=C(S(C)(=O)=O)C3C=CC2C3(C)C)cc1,330.0,62.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_256,Cc1ccc(C2=C(S(C)(=O)=O)C3C=CC2C3(C)C)cc1
CC1=CC2(C)CC1C(S(C)(=O)=O)=C2c1ccc(C)cc1,330.0,82.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_257,CC1=CC2(C)CC1C(S(C)(=O)=O)=C2c1ccc(C)cc1
Cc1ccc(C2=C(C(N)=O)C3C=CC2C3)cc1,334.0,52.37,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_258,Cc1ccc(C2=C(C(N)=O)C3C=CC2C3)cc1
Cc1ccc(C2=C(C(N)=O)C3C=CC2C3(C)C)cc1,334.0,58.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_259,Cc1ccc(C2=C(C(N)=O)C3C=CC2C3(C)C)cc1
CC1=CC2(C)CC1C(C(N)=O)=C2c1ccc(C)cc1,334.0,81.45,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_260,CC1=CC2(C)CC1C(C(N)=O)=C2c1ccc(C)cc1
Cc1ccc(C2=C(C(=O)O)C3C=CC2C3)cc1,335.0,77.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_279,Cc1ccc(C2=C(C(=O)O)C3C=CC2C3)cc1
Cc1ccc(C2=C(C(=O)O)C3C=CC2C3(C)C)cc1,335.0,72.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_280,Cc1ccc(C2=C(C(=O)O)C3C=CC2C3(C)C)cc1
CC1=CC2(C)CC1C(C(=O)O)=C2c1ccc(C)cc1,335.0,62.28,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_281,CC1=CC2(C)CC1C(C(=O)O)=C2c1ccc(C)cc1
CCCCC(CC)COC(=O)C1=C(c2ccc(C)cc2)C2C=CC1C2,340.0,55.06,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_282,CCCCC(CC)COC(=O)C1=C(c2ccc(C)cc2)C2C=CC1C2
CCCCC(CC)COC(=O)C1=C(c2ccc(C)cc2)C2C=CC1C2(C)C,340.0,62.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_283,CCCCC(CC)COC(=O)C1=C(c2ccc(C)cc2)C2C=CC1C2(C)C
CCCCC(CC)COC(=O)C1=C(c2ccc(C)cc2)C2(C)C=C(C)C1C2,340.0,74.96,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_284,CCCCC(CC)COC(=O)C1=C(c2ccc(C)cc2)C2(C)C=C(C)C1C2
Cc1ccc(C2=C(C(=O)OC(C)C)C3C=CC2C3)cc1,338.0,67.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_288,Cc1ccc(C2=C(C(=O)OC(C)C)C3C=CC2C3)cc1
Cc1ccc(C2=C(C(=O)OC(C)C)C3C=CC2C3(C)C)cc1,338.0,68.58,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_289,Cc1ccc(C2=C(C(=O)OC(C)C)C3C=CC2C3(C)C)cc1
CC1=CC2(C)CC1C(C(=O)OC(C)C)=C2c1ccc(C)cc1,338.0,64.47,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_290,CC1=CC2(C)CC1C(C(=O)OC(C)C)=C2c1ccc(C)cc1
CCNC(=O)C1=C(c2ccc(C)cc2)C2C=CC1C2,336.0,70.53,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_297,CCNC(=O)C1=C(c2ccc(C)cc2)C2C=CC1C2
CCNC(=O)C1=C(c2ccc(C)cc2)C2C=CC1C2(C)C,336.0,66.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_298,CCNC(=O)C1=C(c2ccc(C)cc2)C2C=CC1C2(C)C
CCNC(=O)C1=C(c2ccc(C)cc2)C2(C)C=C(C)C1C2,336.0,68.22,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_299,CCNC(=O)C1=C(c2ccc(C)cc2)C2(C)C=C(C)C1C2
N#CC1=C(c2ccc(F)cc2)C2C=CC1C2,328.0,64.43,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_420,N#CC1=C(c2ccc(F)cc2)C2C=CC1C2
CC1(C)C2C=CC1C(c1ccc(F)cc1)=C2C#N,328.0,73.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_421,CC1(C)C2C=CC1C(c1ccc(F)cc1)=C2C#N
CC1=CC2(C)CC1C(C#N)=C2c1ccc(F)cc1,328.0,59.27,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_422,CC1=CC2(C)CC1C(C#N)=C2c1ccc(F)cc1
COC(=O)C1=C(c2ccc(F)cc2)C2C=CC1C2,331.0,67.95,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_423,COC(=O)C1=C(c2ccc(F)cc2)C2C=CC1C2
COC(=O)C1=C(c2ccc(F)cc2)C2C=CC1C2(C)C,331.0,72.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_424,COC(=O)C1=C(c2ccc(F)cc2)C2C=CC1C2(C)C
COC(=O)C1=C(c2ccc(F)cc2)C2(C)C=C(C)C1C2,331.0,59.27,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_425,COC(=O)C1=C(c2ccc(F)cc2)C2(C)C=C(C)C1C2
CCOC(=O)C1=C(c2ccc(F)cc2)C2C=CC1C2,331.0,68.14,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_426,CCOC(=O)C1=C(c2ccc(F)cc2)C2C=CC1C2
CCOC(=O)C1=C(c2ccc(F)cc2)C2C=CC1C2(C)C,331.0,79.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_427,CCOC(=O)C1=C(c2ccc(F)cc2)C2C=CC1C2(C)C
CCOC(=O)C1=C(c2ccc(F)cc2)C2(C)C=C(C)C1C2,331.0,63.02,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_428,CCOC(=O)C1=C(c2ccc(F)cc2)C2(C)C=C(C)C1C2
CC(=O)C1=C(c2ccc(F)cc2)C2C=CC1C2,333.0,68.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_429,CC(=O)C1=C(c2ccc(F)cc2)C2C=CC1C2
CC(=O)C1=C(c2ccc(F)cc2)C2C=CC1C2(C)C,333.0,68.17,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_430,CC(=O)C1=C(c2ccc(F)cc2)C2C=CC1C2(C)C
CC(=O)C1=C(c2ccc(F)cc2)C2(C)C=C(C)C1C2,333.0,76.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_431,CC(=O)C1=C(c2ccc(F)cc2)C2(C)C=C(C)C1C2
Fc1ccc(C2=C(C(F)(F)F)C3C=CC2C3)cc1,318.0,135.91,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_432,Fc1ccc(C2=C(C(F)(F)F)C3C=CC2C3)cc1
CC1(C)C2C=CC1C(C(F)(F)F)=C2c1ccc(F)cc1,318.0,68.03,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_433,CC1(C)C2C=CC1C(C(F)(F)F)=C2c1ccc(F)cc1
CC1=CC2(C)CC1C(C(F)(F)F)=C2c1ccc(F)cc1,318.0,127.33,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_434,CC1=CC2(C)CC1C(C(F)(F)F)=C2c1ccc(F)cc1
CS(=O)(=O)C1=C(c2ccc(F)cc2)C2C=CC1C2,323.0,79.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_435,CS(=O)(=O)C1=C(c2ccc(F)cc2)C2C=CC1C2
CC1(C)C2C=CC1C(S(C)(=O)=O)=C2c1ccc(F)cc1,323.0,81.84,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_436,CC1(C)C2C=CC1C(S(C)(=O)=O)=C2c1ccc(F)cc1
CC1=CC2(C)CC1C(S(C)(=O)=O)=C2c1ccc(F)cc1,323.0,69.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_437,CC1=CC2(C)CC1C(S(C)(=O)=O)=C2c1ccc(F)cc1
NC(=O)C1=C(c2ccc(F)cc2)C2C=CC1C2,327.0,58.08,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_438,NC(=O)C1=C(c2ccc(F)cc2)C2C=CC1C2
CC1(C)C2C=CC1C(c1ccc(F)cc1)=C2C(N)=O,327.0,76.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_439,CC1(C)C2C=CC1C(c1ccc(F)cc1)=C2C(N)=O
CC1=CC2(C)CC1C(C(N)=O)=C2c1ccc(F)cc1,327.0,47.25,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_440,CC1=CC2(C)CC1C(C(N)=O)=C2c1ccc(F)cc1
O=C(O)C1=C(c2ccc(F)cc2)C2C=CC1C2,328.0,71.09,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_459,O=C(O)C1=C(c2ccc(F)cc2)C2C=CC1C2
CC1(C)C2C=CC1C(c1ccc(F)cc1)=C2C(=O)O,328.0,67.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_460,CC1(C)C2C=CC1C(c1ccc(F)cc1)=C2C(=O)O
CC1=CC2(C)CC1C(C(=O)O)=C2c1ccc(F)cc1,328.0,66.21,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_461,CC1=CC2(C)CC1C(C(=O)O)=C2c1ccc(F)cc1
CCCCC(CC)COC(=O)C1=C(c2ccc(F)cc2)C2C=CC1C2,333.0,60.4,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_462,CCCCC(CC)COC(=O)C1=C(c2ccc(F)cc2)C2C=CC1C2
CCCCC(CC)COC(=O)C1=C(c2ccc(F)cc2)C2C=CC1C2(C)C,333.0,71.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_463,CCCCC(CC)COC(=O)C1=C(c2ccc(F)cc2)C2C=CC1C2(C)C
CCCCC(CC)COC(=O)C1=C(c2ccc(F)cc2)C2(C)C=C(C)C1C2,333.0,62.03,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_464,CCCCC(CC)COC(=O)C1=C(c2ccc(F)cc2)C2(C)C=C(C)C1C2
CC(C)OC(=O)C1=C(c2ccc(F)cc2)C2C=CC1C2,331.0,65.05,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_468,CC(C)OC(=O)C1=C(c2ccc(F)cc2)C2C=CC1C2
CC(C)OC(=O)C1=C(c2ccc(F)cc2)C2C=CC1C2(C)C,331.0,69.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_469,CC(C)OC(=O)C1=C(c2ccc(F)cc2)C2C=CC1C2(C)C
CC1=CC2(C)CC1C(C(=O)OC(C)C)=C2c1ccc(F)cc1,331.0,58.52,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_470,CC1=CC2(C)CC1C(C(=O)OC(C)C)=C2c1ccc(F)cc1
CCNC(=O)C1=C(c2ccc(F)cc2)C2C=CC1C2,329.0,76.7,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_477,CCNC(=O)C1=C(c2ccc(F)cc2)C2C=CC1C2
CCNC(=O)C1=C(c2ccc(F)cc2)C2C=CC1C2(C)C,329.0,74.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_478,CCNC(=O)C1=C(c2ccc(F)cc2)C2C=CC1C2(C)C
CCNC(=O)C1=C(c2ccc(F)cc2)C2(C)C=C(C)C1C2,329.0,46.97,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_479,CCNC(=O)C1=C(c2ccc(F)cc2)C2(C)C=C(C)C1C2
CCOc1ccc(C2=C(C#N)C3C=CC2C3)cc1,354.0,63.05,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_480,CCOc1ccc(C2=C(C#N)C3C=CC2C3)cc1
CCOc1ccc(C2=C(C#N)C3C=CC2C3(C)C)cc1,354.0,66.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_481,CCOc1ccc(C2=C(C#N)C3C=CC2C3(C)C)cc1
CCOc1ccc(C2=C(C#N)C3CC2(C)C=C3C)cc1,354.0,67.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_482,CCOc1ccc(C2=C(C#N)C3CC2(C)C=C3C)cc1
CCOc1ccc(C2=C(C(=O)OC)C3C=CC2C3)cc1,357.0,78.41,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_483,CCOc1ccc(C2=C(C(=O)OC)C3C=CC2C3)cc1
CCOc1ccc(C2=C(C(=O)OC)C3C=CC2C3(C)C)cc1,357.0,64.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_484,CCOc1ccc(C2=C(C(=O)OC)C3C=CC2C3(C)C)cc1
CCOc1ccc(C2=C(C(=O)OC)C3CC2(C)C=C3C)cc1,357.0,68.58,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_485,CCOc1ccc(C2=C(C(=O)OC)C3CC2(C)C=C3C)cc1
CCOC(=O)C1=C(c2ccc(OCC)cc2)C2C=CC1C2,357.0,58.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_486,CCOC(=O)C1=C(c2ccc(OCC)cc2)C2C=CC1C2
CCOC(=O)C1=C(c2ccc(OCC)cc2)C2C=CC1C2(C)C,357.0,80.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_487,CCOC(=O)C1=C(c2ccc(OCC)cc2)C2C=CC1C2(C)C
CCOC(=O)C1=C(c2ccc(OCC)cc2)C2(C)C=C(C)C1C2,357.0,65.61,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_488,CCOC(=O)C1=C(c2ccc(OCC)cc2)C2(C)C=C(C)C1C2
CCOc1ccc(C2=C(C(C)=O)C3C=CC2C3)cc1,359.0,33.48,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_489,CCOc1ccc(C2=C(C(C)=O)C3C=CC2C3)cc1
CCOc1ccc(C2=C(C(C)=O)C3C=CC2C3(C)C)cc1,359.0,69.47,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_490,CCOc1ccc(C2=C(C(C)=O)C3C=CC2C3(C)C)cc1
